総額(万),家賃(万),管理費(円),物件名,間取り,面積,階,築年,構造,最寄り駅,徒歩(分),桜木町(分),路線,区,犯罪率(‰),所在地,敷/礼,バストイレ別,オートロック,エアコン,洗濯機置場,洗面台,モニタホン,宅配BOX,都市ガス,システムキッチン,IH,ガスコンロ可,物件ページ
5.2,5.0,2000,どえる田園ガーデン山,1R,20.41㎡,4,43,鉄筋コンクリート,三ツ沢下町,4,9,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区松ケ丘,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000173408254e146c973c50ad34d4366ace2658875/
5.2,5.0,2000,ハニーハウスツルタ,1R,29.35㎡,3,37,木造,鶴見,22,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区北寺尾2,敷 5万円 / 礼 5万円,,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/000001134695ecfce6bc638396037dfccaea00cfc6b8/
5.2,5.0,2000,メゾンベニス,1R,17.26㎡,3,35,鉄骨,大倉山,11,19,東急東横線,港北区,4.78,神奈川県横浜市港北区大曽根1,敷 なし / 礼 なし,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000002067715e4428d1144fbf2657fd1db738267072b/
5.2,5.0,2000,スカイコート綱島,1R,16.29㎡,5,39,鉄筋コンクリート,大倉山,14,19,東急東横線,港北区,4.78,神奈川県横浜市港北区樽町1,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000000883831df0cd82f47adc47c186f25e87b23b2c8/
5.2,5.0,2000,東急東横線 大倉山駅 5階建 築39年,1R,16.29㎡,5,39,鉄筋コンクリート,大倉山,16,19,東急東横線,港北区,4.78,神奈川県横浜市港北区樽町1,敷 なし / 礼 なし,,,○,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000000883831df0cd82f47adc47c186f25e87b23b2c8/
5.2,5.2,0,ビッグヴァンステイツ横浜大通り公園,1R,16.3㎡,4,36,鉄骨鉄筋コンクリート,伊勢佐木長者町,5,4,ブルーライン,中区,11.11,神奈川県横浜市南区真金町2,敷 なし / 礼 なし,,○,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000047873198b16ca06702b161f424bb24aafa6f5a5/
5.2,5.2,0,第7スミトモビル,1R,19.53㎡,5,38,鉄骨,戸部,7,10,京急本線,西区,14.14,神奈川県横浜市西区中央2,敷 5.2万円 / 礼 5.2万円,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000184904144f6aa1ad19c77c7792cf1bb6a2780f1/
5.2,5.2,0,ビケンアーバンス,1R,17.39㎡,4,36,鉄骨,片倉町,7,13,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区片倉4,敷 なし / 礼 5.2万円,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000100158390f959021368d3a03c61c4b49ab79041/
5.2,5.2,0,ビケンアーバンス,1R,17.8㎡,4,36,鉄骨,片倉町,7,13,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区片倉4,敷 なし / 礼 5.2万円,,,○,○,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001001583189d3edc5950e56bbcbeeca7679982c2/
5.2,5.2,0,横浜市営地下鉄ブルーライン 片倉町駅 5階建 築36年,1R,17.43㎡,4,36,鉄骨,片倉町,7,13,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区片倉4,敷 なし / 礼 5.2万円,,,○,○,,○,,,,,,https://realestate.yahoo.co.jp/rent/detail/_000001198940beb463f33a7ecee58f10892c703a0fda/
5.2,5.2,0,パークハイムK,1R,16.6㎡,3,35,鉄骨,新川崎,17,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区古市場2,敷 5.2万円※ / 礼 5.2万円※,,,○,○,○,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000000929716a409c34d8f4f061d20f9cb797f084c49/
5.2,5.2,0,リバー綱島,1R,17㎡,4,21,鉄骨,新横浜,119,17,ブルーライン,港北区,4.78,神奈川県横浜市港北区樽町4,敷 5.5万円※ / 礼 なし,○,,○,○,○,,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001307343bab70138a1a40bdee9dac6fb30ca2ec2/
5.25,4.9,3500,湘南モノレール江の島線 湘南町屋駅 3階建 築32年,1R,20.12㎡,3,32,鉄骨,大船,40,30,JR京浜東北・根岸線,栄区/鎌倉市,3.34,神奈川県藤沢市村岡東1,敷 なし / 礼 なし,○,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/_000006014146aa5cf5224edcb6beb113beaa6391719a/
5.25,4.9,3500,キュービック湘南 壱番館,1R,20.12㎡,3,32,鉄骨,大船,40,30,JR京浜東北・根岸線,栄区/鎌倉市,3.34,神奈川県藤沢市村岡東1丁目,敷 なし / 礼 なし,○,,○,○,○,,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001579472aa5cf5224edcb6beb113beaa6391719a/
5.26,4.8,4600,ラ・パルフェ・ド・フォルティーヌ,1R,16.17㎡,3,37,鉄筋コンクリート,新子安,12,9,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区岸谷1,敷 なし / 礼 なし,,,○,○,○,,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000040342634aead54c2d1888f0449effd1a37b65ad/
5.3,4.3,10000,ライオンズマンション元町,1R,16.5㎡,3,44,鉄骨鉄筋コンクリート,伊勢佐木長者町,13,4,ブルーライン,中区,11.11,神奈川県横浜市中区石川町3,敷 なし / 礼 なし,,○,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000029082777896fc026a04a76b84252d11fca21ce7/
5.3,4.32,9800,セントヒルズ星川,1R,16㎡,5,39,鉄筋コンクリート,星川,4,16,相鉄本線,保土ケ谷区,3.99,神奈川県横浜市保土ヶ谷区峰岡町1,敷 なし / 礼 なし,,,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000029686190008b03a17b72fbd5be4e8e1d8dd414e/
5.3,4.6,7000,ライオンズプラザヨコハマ戸部,1R,16.5㎡,5,38,鉄骨鉄筋コンクリート,戸部,2,10,京急本線,西区,14.14,神奈川県横浜市西区中央1,敷 なし / 礼 2.3万円,,○,○,,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000003757606025b605e0b4a98d3be6717cf1b468938/
5.3,4.6,7000,京急本線 戸部駅 9階建 築39年,1R,16.5㎡,5,39,鉄骨鉄筋コンクリート,戸部,5,10,京急本線,西区,14.14,神奈川県横浜市西区中央1,敷 なし / 礼 2.3万円,,○,○,,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000003757606025b605e0b4a98d3be6717cf1b468938/
5.3,4.7,6000,スカイコート横浜平沼,1R,16㎡,6,40,鉄骨鉄筋コンクリート,高島町,6,5,ブルーライン,西区,14.14,神奈川県横浜市西区平沼1,敷 4.7万円※ / 礼 4.7万円※,,,○,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001230843d4b0fff590d509230fd7e242f1e25576/
5.3,4.8,5000,横浜南プラザ,1R,18.3㎡,3,35,鉄筋コンクリート,阪東橋,7,6,ブルーライン,南区,3.93,神奈川県横浜市南区浦舟町1,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000012810476a571219ec77f8c22f9b13e236865c45/
5.3,4.8,5000,ラ・パルフェ・ド・セヴェールN ．4,1R,16.25㎡,3,37,鉄筋コンクリート,阪東橋,15,6,ブルーライン,南区,3.93,神奈川県横浜市西区霞ケ丘,敷 なし / 礼 なし,,○,○,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000088605764f42f72f7174f9d51cb972782504f456/
5.3,4.8,5000,ライオンズマンション吉野町第8,1R,16.1㎡,5,38,鉄骨鉄筋コンクリート,吉野町,2,8,ブルーライン,南区,3.93,神奈川県横浜市南区二葉町3,敷 なし / 礼 なし,,○,○,○,○,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001011127d27d5d2579c6a3085b192d84f1ad3e1b/
5.3,4.8,5000,横浜市営地下鉄ブルーライン 吉野町駅 6階建 築44年,1R,17.4㎡,6,44,鉄筋コンクリート,吉野町,3,8,ブルーライン,南区,3.93,神奈川県横浜市南区南吉田町2,敷 なし / 礼 なし,,○,○,,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000053890075b7692e5454754028534ee25153b98c4/
5.3,4.8,5000,ライオンズマンション吉野町第2,1R,17.4㎡,6,44,鉄筋コンクリート,吉野町,3,8,ブルーライン,南区,3.93,神奈川県横浜市南区南吉田町2,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000021103735b7692e5454754028534ee25153b98c4/
5.3,4.8,5000,横浜市営地下鉄ブルーライン 阪東橋駅 7階建 築35年,1R,16.64㎡,3,35,鉄筋コンクリート,吉野町,8,8,ブルーライン,南区,3.93,神奈川県横浜市南区中村町4,敷 なし / 礼 なし,,○,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_0000040296299d6f55246d7b7ef5cea0b90b3d864481/
5.3,4.8,5000,ラ・パルフェ・ド・セヴェールNo．4,1R,16.25㎡,3,37,鉄筋コンクリート,日ノ出町,14,8,京急本線,中区,11.11,神奈川県横浜市西区霞ケ丘,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000025668904f42f72f7174f9d51cb972782504f456/
5.3,4.8,5000,トップルーム横浜,1R,11.1㎡,10,41,鉄骨鉄筋コンクリート,戸部,6,10,京急本線,西区,14.14,神奈川県横浜市西区平沼1,敷 なし / 礼 なし,,,,,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/0000008761427e6b499713fad4d2c82ad7177099a048/
5.3,4.8,5000,ハイタウン大倉山第3,1R,16.06㎡,3,40,鉄筋コンクリート,新横浜,25,17,ブルーライン,港北区,4.78,神奈川県横浜市港北区大倉山1,敷 なし / 礼 4.8万円,,,○,,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000024713537d6a4f895666ee40e48d16dd454b8487/
5.3,4.8,5000,東急東横線 綱島駅 5階建 築37年,1R,16.74㎡,4,37,鉄筋コンクリート,綱島,23,21,東急東横線,港北区,4.78,神奈川県横浜市港北区日吉7,敷 4.8万円 / 礼 なし,,○,○,○,○,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_000001069612f2e89aff5a8160d9b1f366f56473c7af/
5.3,4.8,5000,ベルトピア日吉II,1R,16.74㎡,4,37,鉄筋コンクリート,綱島,20,21,東急東横線,港北区,4.78,神奈川県横浜市港北区日吉7,敷 4.8万円 / 礼 なし,,○,○,○,○,,,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/000001069612f2e89aff5a8160d9b1f366f56473c7af/
5.3,4.9,4000,スカイガーデン,1R,16.17㎡,5,33,鉄筋コンクリート,伊勢佐木長者町,5,4,ブルーライン,中区,11.11,神奈川県横浜市南区真金町2,敷 なし / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000114103621a43e43641233d8ad81b8e4e7bb0d86/
5.3,4.9,4000,ホーユウコンフォルト新川崎,1R,16.9㎡,5,38,鉄筋コンクリート,新川崎,15,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区古川町,敷 なし / 礼 なし,,○,○,○,○,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000041699258be1d4b25140452cf4f407b37bc0c11e/
5.3,4.9,4000,JR横須賀線 新川崎駅 5階建 築38年,1R,16.9㎡,5,38,鉄筋コンクリート,新川崎,13,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区古川町,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000041699258be1d4b25140452cf4f407b37bc0c11e/
5.3,4.9,4000,JR横須賀線 新川崎駅 5階建 築38年,1R,16.9㎡,5,38,鉄筋コンクリート,新川崎,13,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区古川町,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000041699253d5993d9699795695abb9ea60e849ee7/
5.3,4.9,4000,シンペテンボスビル,1R,18.24㎡,4,34,鉄筋コンクリート,中田,5,30,ブルーライン,泉区,4.36,神奈川県横浜市泉区中田南4,敷 4.9万円 / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000022007784a2eccd73edfe1d8de3867c237787c26/
5.3,5.0,3000,第7Z西村ビル,1R,13㎡,4,62,鉄筋コンクリート,伊勢佐木長者町,5,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 5万円 / 礼 なし,○,○,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000002019023b314f0731603ed7613d4037546e73564/
5.3,5.0,3000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 6階建 築62年,1R,13㎡,4,62,鉄筋コンクリート,伊勢佐木長者町,5,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 5万円 / 礼 なし,○,○,○,○,,,,○,○,,○,https://realestate.yahoo.co.jp/rent/detail/_000001271500b314f0731603ed7613d4037546e73564/
5.3,5.0,3000,クリオ吉野町弐番館,1R,16.28㎡,6,36,鉄筋コンクリート,吉野町,5,8,ブルーライン,南区,3.93,神奈川県横浜市南区宮元町1,敷 5万円 / 礼 なし,,○,○,○,,○,,,○,○,,https://realestate.yahoo.co.jp/rent/detail/000001220925ab157f295c9d589d7f708e8b81e385bf/
5.3,5.0,3000,横浜高速鉄道みなとみらい線 日本大通り駅 6階建 築62年,1R,13㎡,4,62,鉄筋コンクリート,日ノ出町,16,8,京急本線,中区,11.11,神奈川県横浜市中区長者町1,敷 5万円 / 礼 なし,○,○,○,○,,,,○,○,,○,https://realestate.yahoo.co.jp/rent/detail/_000001271500b314f0731603ed7613d4037546e73564/
5.3,5.0,3000,クレセントY,1R,16.01㎡,4,32,鉄筋コンクリート,黄金町,4,10,京急本線,南区,3.93,神奈川県横浜市西区赤門町2,敷 なし / 礼 なし,,,○,○,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/00000196400880b5522bb282962d9bb7b7aef2eda399/
5.3,5.0,3000,ジョイフルオークラNo．20,1R,17.9㎡,3,37,鉄骨,菊名,17,16,東急東横線,港北区,4.78,神奈川県横浜市港北区師岡町,敷 なし / 礼 なし,,,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000498163360d2f584121e44d2b77eab0ac7cda6f9/
5.3,5.0,3000,クリオ鶴見ファースト,1R,16.16㎡,10,38,鉄骨鉄筋コンクリート,鶴見市場,5,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区市場富士見町,敷 なし / 礼 なし,,○,○,○,,○,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/00000185912749abde204aa6cd989a94668f77a91b5d/
5.3,5.1,2000,どえる田園ガーデン山,1R,20.41㎡,4,43,鉄筋コンクリート,三ツ沢下町,4,9,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区松ケ丘,敷 なし / 礼 なし,,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/000001734082fd54a4e0c909f9a28a1ea88df503369d/
5.3,5.1,2000,横浜市営地下鉄ブルーライン 三ツ沢下町駅 5階建 築43年,1R,20.41㎡,4,43,鉄筋コンクリート,三ツ沢下町,4,9,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区松ケ丘,敷 なし / 礼 なし,,,○,○,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/_000001734082fd54a4e0c909f9a28a1ea88df503369d/
5.3,5.2,1000,横浜市営地下鉄ブルーライン 吉野町駅 11階建 築35年,1R,20.21㎡,9,35,鉄骨鉄筋コンクリート,阪東橋,8,6,ブルーライン,南区,3.93,神奈川県横浜市南区高砂町1,敷 5.2万円 / 礼 5.2万円,,○,○,○,,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_0000031872598085f60ac5dec9fd1f8e512cae296258/
5.3,5.2,1000,日神パレステージ伊勢佐木南,1R,20.21㎡,9,35,鉄骨鉄筋コンクリート,吉野町,4,8,ブルーライン,南区,3.93,神奈川県横浜市南区高砂町1,敷 5.2万円 / 礼 5.2万円,,○,○,○,,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/0000031872598085f60ac5dec9fd1f8e512cae296258/
5.3,5.2,1000,びんごハイツII,1R,19.9㎡,3,32,軽量鉄骨,三ツ沢下町,10,9,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区神大寺2,敷 なし / 礼 なし,○,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000002783590111623dadd31a90c9d09ef555c2d704d/
5.3,5.3,0,スターゲイツ阪東橋,1R,16.61㎡,4,35,鉄筋コンクリート,阪東橋,8,6,ブルーライン,南区,3.93,神奈川県横浜市南区中村町4,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000001830633a470496a3a5e24d866e78c60768c5d4d/
5.3,5.3,0,横浜市営地下鉄ブルーライン 阪東橋駅 5階建 築35年,1R,16.61㎡,4,35,鉄筋コンクリート,阪東橋,8,6,ブルーライン,南区,3.93,神奈川県横浜市南区中村町4,敷 なし / 礼 なし,,○,○,○,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000001830633a470496a3a5e24d866e78c60768c5d4d/
5.3,5.3,0,パークサイド小畑II,1R,19.59㎡,4,38,鉄骨,新子安,16,9,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区大口仲町,敷 5.3万円 / 礼 5.3万円,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000029628096fdc2943a1157201411f3c72f55ff33e/
5.3,5.3,0,パールスクエア鶴見,1R,16.69㎡,3,39,鉄筋コンクリート,鶴見,20,12,JR京浜東北・根岸線,鶴見区,5.87,神奈川県横浜市鶴見区向井町4,敷 なし / 礼 なし,,,○,○,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/000007400613ecda56b36250ca870cc43db8d1baba98/
5.3,5.3,0,東急東横線 綱島駅 3階建 築34年,1R,12.91㎡,3,34,鉄骨,綱島,20,21,東急東横線,港北区,4.78,神奈川県横浜市港北区高田東4,敷 5.3万円 / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_000009045497b929b07c967a49dfa08a80ac51145da6/
5.3,5.3,0,N．AMITIAE(エヌアミティエ),1R,12.91㎡,3,34,鉄骨,綱島,21,21,東急東横線,港北区,4.78,神奈川県横浜市港北区高田東4,敷 5.3万円 / 礼 なし,,,○,,,○,○,○,,○,,https://realestate.yahoo.co.jp/rent/detail/000009034399b929b07c967a49dfa08a80ac51145da6/
5.3,5.3,0,N.Amitie,1R,12.91㎡,3,34,鉄骨,綱島,24,21,東急東横線,港北区,4.78,神奈川県横浜市港北区高田東4,敷 5.3万円 / 礼 なし,,,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000002297108b929b07c967a49dfa08a80ac51145da6/
5.3,5.3,0,エヌアミティエ,1R,12.91㎡,3,34,鉄骨,綱島,20,21,東急東横線,港北区,4.78,神奈川県横浜市港北区高田東4,敷 5.3万円 / 礼 なし,,,○,,○,○,○,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000002290824b929b07c967a49dfa08a80ac51145da6/
5.3,5.3,0,トレンチタウン,1R,17.79㎡,3,36,鉄骨,武蔵新城,16,36,JR南武線,高津区,4.95,神奈川県川崎市高津区坂戸3,敷 なし / 礼 なし,,,○,,,○,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/000000984130e0bfd0a5536b4df469435ede4d6a3f39/
5.4,4.4,10000,ポートハイム西横浜,1R,19.17㎡,5,34,鉄骨鉄筋コンクリート,天王町,7,14,相鉄本線,保土ケ谷区,3.99,神奈川県横浜市西区久保町,敷 なし / 礼 なし,○,○,○,,,,,,,○,,https://realestate.yahoo.co.jp/rent/detail/000003754515249911566f9cc76421455ba659473a4b/
5.4,4.6,8000,日興パレセゾン田園調布,1R,15.18㎡,4,42,鉄筋コンクリート,田園調布,11,29,東急東横線,世田谷区,9.9,東京都世田谷区東玉川1,敷 なし / 礼 4.6万円,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/00000375667363ce8d10ceb5e933c06f7d0bf6e97c97/
5.4,4.6,8000,東急東横線 田園調布駅 5階建 築42年,1R,15.18㎡,4,42,鉄筋コンクリート,田園調布,11,29,東急東横線,世田谷区,9.9,東京都世田谷区東玉川1,敷 なし / 礼 4.6万円,,,○,,,,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_00000375667363ce8d10ceb5e933c06f7d0bf6e97c97/
5.4,4.9,5000,JR京浜東北・根岸線 横浜駅 11階建 築39年,1R,16.16㎡,8,39,鉄骨鉄筋コンクリート,横浜,24,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区神奈川2,敷 なし / 礼 なし,,,○,,○,,,,,,,https://realestate.yahoo.co.jp/rent/detail/_00000194237234be008c057feada4bdb342083b59b73/
5.4,4.9,5000,トップ仲木戸,1R,16.16㎡,8,39,鉄骨鉄筋コンクリート,横浜,24,3,JR京浜東北・根岸線,神奈川区,4.71,神奈川県横浜市神奈川区神奈川2,敷 なし / 礼 なし,,,○,,○,,,,,,,https://realestate.yahoo.co.jp/rent/detail/00000194237234be008c057feada4bdb342083b59b73/
5.4,4.9,5000,横浜市営地下鉄ブルーライン 阪東橋駅 7階建 築38年,1R,16.05㎡,3,38,鉄筋コンクリート,阪東橋,5,6,ブルーライン,南区,3.93,神奈川県横浜市南区真金町1,敷 なし / 礼 なし,,○,○,○,○,,,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/_000007952306a5a70a9494d692490ff7908b63f9603c/
5.4,4.9,5000,日興パレス大通り公園,1R,16.05㎡,3,38,鉄筋コンクリート,阪東橋,5,6,ブルーライン,南区,3.93,神奈川県横浜市南区真金町1,敷 なし / 礼 なし,,○,○,○,○,,,○,,○,○,https://realestate.yahoo.co.jp/rent/detail/000007952306a5a70a9494d692490ff7908b63f9603c/
5.4,4.9,5000,横浜市営地下鉄ブルーライン 蒔田駅 6階建 築44年,1R,23.66㎡,3,44,鉄筋コンクリート,蒔田,5,10,ブルーライン,南区,3.93,神奈川県横浜市南区中島町2,敷 4.9万円 / 礼 なし,○,,○,○,,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/_0000011206303f60dfdad244409ce723a36fe6305b60/
5.4,4.9,5000,GSハイム蒔田,1R,23.66㎡,3,44,鉄筋コンクリート,蒔田,5,10,ブルーライン,南区,3.93,神奈川県横浜市南区中島町2,敷 4.9万円 / 礼 なし,○,,○,○,,○,,○,,,○,https://realestate.yahoo.co.jp/rent/detail/0000011206303f60dfdad244409ce723a36fe6305b60/
5.4,4.9,5000,相模鉄道本線 平沼橋駅 6階建 築41年,1R,16.5㎡,6,41,鉄筋コンクリート,戸部,6,10,京急本線,西区,14.14,神奈川県横浜市西区平沼2,敷 なし / 礼 なし,,,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000048622941b043b6a76d5d3b2ba45c06d03341c0b/
5.4,4.9,5000,シャルム白楽,1R,16.82㎡,5,30,鉄骨,岸根公園,15,15,ブルーライン,港北区,4.78,神奈川県横浜市神奈川区六角橋1,敷 4.9万円※ / 礼 なし,,,○,○,,,,,,,,https://realestate.yahoo.co.jp/rent/detail/000001253501adc1c68d2abd3a041cfabb6df0f3f86f/
5.4,4.9,5000,メゾンドエクレール,1R,12㎡,3,46,鉄筋コンクリート,祐天寺,18,36,東急東横線,世田谷区,9.9,東京都世田谷区下馬1,敷 4.9万円 / 礼 なし,,,○,,,,,○,,,,https://realestate.yahoo.co.jp/rent/detail/0000018946437104c9ccf1cf1a3cb25f41eb98236721/
5.4,5.1,3000,森島ビルII,1R,15.6㎡,3,34,鉄骨,伊勢佐木長者町,7,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 なし / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000029930095e9f53b83bfd511cebcf45c96c9558a9/
5.4,5.1,3000,森島ビルII,1R,15㎡,3,34,鉄骨,伊勢佐木長者町,7,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 なし / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/0000029930099531af322300d81df590920e26568494/
5.4,5.1,3000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 5階建 築34年,1R,15.6㎡,3,34,鉄骨,伊勢佐木長者町,8,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 なし / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000029930095e9f53b83bfd511cebcf45c96c9558a9/
5.4,5.1,3000,横浜市営地下鉄ブルーライン 伊勢佐木長者町駅 5階建 築34年,1R,15㎡,3,34,鉄骨,伊勢佐木長者町,8,4,ブルーライン,中区,11.11,神奈川県横浜市中区長者町1,敷 なし / 礼 なし,,○,○,,,,,○,,○,,https://realestate.yahoo.co.jp/rent/detail/_0000029930099531af322300d81df590920e26568494/
5.4,5.1,3000,ジェイラム横濱,1R,16.43㎡,3,32,鉄筋コンクリート,反町,10,10,東急東横線,神奈川区,4.71,神奈川県横浜市神奈川区三ツ沢下町,敷 なし / 礼 なし,○,○,○,○,,,○,,,○,,https://realestate.yahoo.co.jp/rent/detail/0000010329111e75b790164999dc0dc92600b331dd82/
5.4,5.1,3000,ダイアパレス三ツ沢公園東館,1R,16.98㎡,3,35,鉄筋コンクリート,三ツ沢上町,10,11,ブルーライン,神奈川区,4.71,神奈川県横浜市神奈川区三ツ沢西町,敷 なし / 礼 なし,,○,○,○,,,,,,,○,https://realestate.yahoo.co.jp/rent/detail/00000698761243e1b8862c41a898e62e50fb40b827ba/
5.4,5.1,3000,JR横須賀線 新川崎駅 4階建 築35年,1R,21㎡,4,35,鉄筋コンクリート,新川崎,19,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区南加瀬3,敷 5.1万円 / 礼 なし,,,○,○,,○,○,,,,○,https://realestate.yahoo.co.jp/rent/detail/_000001007927063eb8021f84fd4b76d33e95523c0e97/
5.4,5.1,3000,シャトレーヌ南加瀬,1R,21㎡,4,35,鉄筋コンクリート,新川崎,19,15,JR横須賀線,幸区,5.98,神奈川県川崎市幸区南加瀬3,敷 5.1万円※ / 礼 なし,,,○,○,○,○,○,,○,○,○,https://realestate.yahoo.co.jp/rent/detail/000002010475063eb8021f84fd4b76d33e95523c0e97/
5.4,5.1,3000,グランヴェル鶴見,1R,16.8㎡,4,38,鉄筋コンクリート,鶴見市場,10,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区平安町1,敷 なし / 礼 なし,,,○,○,○,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/00000289482116f880bbb36511ec393b6e0d705eb23e/
5.4,5.1,3000,京急本線 鶴見市場駅 4階建 築38年,1R,16.8㎡,4,38,鉄筋コンクリート,鶴見市場,11,20,京急本線,鶴見区,5.87,神奈川県横浜市鶴見区平安町1,敷 なし / 礼 なし,,,○,○,,,,○,○,○,,https://realestate.yahoo.co.jp/rent/detail/_00000450533216f880bbb36511ec393b6e0d705eb23e/
